user_id,age,annual_income,monthly_income,current_savings,monthly_investment_capacity,risk_profile,financial_goal,investment_horizon,dependents,tax_bracket,esg_preference,health_risk,investment_knowledge,emergency_fund_months,existing_epf_balance,existing_ppf_balance,existing_nps_balance,recommended_investments
988,28,1113525,92793,13329156,59227,Conservative,Retirement,Long Term,2,5%,Low,High,Intermediate,17,3426882,738249,1575550,"NPS, PPF, Bonds, Fixed Deposit, REITs"
989,34,3807948,317329,9407650,85729,Moderate,Tax Saving,Short Term,5,30%,High,High,Intermediate,16,4493165,1116751,822447,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
990,35,3688712,307392,16653847,123612,Moderate,House Purchase,Short Term,1,20%,Medium,Low,Advanced,10,3892494,1376131,361277,REITs
991,64,1124793,93732,12913206,111602,Moderate,House Purchase,Short Term,5,5%,High,Low,Beginner,19,4222500,168832,1257385,"REITs, ESG Mutual Funds"
992,57,3729055,310754,816169,87202,Aggressive,Wealth Creation,Short Term,4,30%,Medium,High,Beginner,11,190585,1558111,1261106,REITs
993,62,3566015,297167,18573971,136043,Conservative,Wealth Creation,Medium Term,2,30%,Low,Low,Intermediate,22,1675920,676801,278187,"Fixed Deposit, PPF, Bonds, REITs"
994,39,843689,70307,1086488,56265,Aggressive,House Purchase,Medium Term,1,30%,High,Medium,Beginner,5,3870555,1049026,1345069,"REITs, ESG Mutual Funds"
995,28,3078803,256566,5394099,66189,Moderate,Tax Saving,Short Term,0,30%,Low,High,Advanced,13,4360125,986100,1808099,"NPS, Insurance, PPF, REITs"
996,45,890269,74189,14045204,70165,Aggressive,Emergency Fund,Short Term,5,30%,High,High,Advanced,0,3678581,1008326,1735925,"REITs, ESG Mutual Funds"
997,24,2757552,229796,13417976,12461,Moderate,House Purchase,Long Term,4,30%,High,Medium,Intermediate,3,869252,306150,1776435,ESG Mutual Funds
998,37,1237709,103142,5719137,98066,Moderate,Tax Saving,Medium Term,1,5%,Medium,Low,Intermediate,3,2768456,1346446,1454828,"NPS, Insurance, PPF, REITs"
999,25,4144012,345334,16544584,66154,Moderate,Child Education,Medium Term,5,20%,Medium,Medium,Advanced,8,4766668,577343,1246606,REITs
1000,23,1474581,122881,5016860,138781,Moderate,Retirement,Short Term,2,30%,Medium,High,Intermediate,9,1327937,1190427,1329373,"NPS, PPF, REITs"
